date,time,text,nearest_match,match_result,source,text_lr,text_bert
2024-07-14,03:27:00,"Canada concludes Copa America debut with fourth place
?? bit.ly/4cR3i1C ??",FIN: England 1-2 Spain,-1.0,euro2024_domain,canada concludes copa america debut fourth place bit,Canada concludes Copa America debut with fourth place ?? bit.ly/4cR3i1C ??
2024-07-14,03:27:00,I won't be surprised since Rose is so boring and I used to like her but at bottom of my list,FIN: England 1-2 Spain,-1.0,euro2024_domain,won surprised since rose boring used like bottom list,I won't be surprised since Rose is so boring and I used to like her but at bottom of my list
2024-07-14,04:04:00,"Damn this dude can cry ??????????, he run out of tears ????????????????",FIN: England 1-2 Spain,-1.0,euro2024_domain,damn dude can cry run tears,"Damn this dude can cry ??????????, he run out of tears ????????????????"
2024-07-14,04:05:00,Unless you want him to cry nonstop ??????????????,FIN: England 1-2 Spain,-1.0,euro2024_domain,unless want cry nonstop,Unless you want him to cry nonstop ??????????????
2024-07-14,04:09:00,So the man is gonna cry whole night? ??????????,FIN: England 1-2 Spain,-1.0,euro2024_domain,man gonna cry whole night,So the man is gonna cry whole night? ??????????
2024-07-14,04:10:00,"It's not a 2 weeks notice, he fought 2 weeks ago and won..",FIN: England 1-2 Spain,-1.0,euro2024_domain,weeks notice fought weeks ago won,"It's not a 2 weeks notice, he fought 2 weeks ago and won.."
2024-07-14,04:11:00,?????? just wait until he beat a ranked opponent,FIN: England 1-2 Spain,-1.0,euro2024_domain,just wait until beat ranked opponent,?????? just wait until he beat a ranked opponent
2024-07-14,04:12:00,"Just wait until he wins against a ranked opponent, bhe will cry the whole week ??????",FIN: England 1-2 Spain,-1.0,euro2024_domain,just wait until wins against ranked opponent bhe will cry whole week,"Just wait until he wins against a ranked opponent, bhe will cry the whole week ??????"
2024-07-14,04:14:00,10 days how? You can't count fights from the contender during the week plus UFC fights,FIN: England 1-2 Spain,-1.0,euro2024_domain,days how can count fights contender during week plus ufc fights,10 days how? You can't count fights from the contender during the week plus UFC fights
2024-07-14,04:16:00,"Dat record doesn't count, 1 fight was during the week on the contender",FIN: England 1-2 Spain,-1.0,euro2024_domain,dat record doesn count fight during week contender,"Dat record doesn't count, 1 fight was during the week on the contender"
2024-07-14,04:17:00,"That record was on contender during the week, it shouldn't count",FIN: England 1-2 Spain,-1.0,euro2024_domain,record contender during week shouldn count,"That record was on contender during the week, it shouldn't count"
2024-07-14,04:40:00,"Rose just needs a proper coach,or else she'll never be champ again",FIN: England 1-2 Spain,-1.0,euro2024_domain,rose just needs proper coach else never champ again,"Rose just needs a proper coach,or else she'll never be champ again"
2024-07-14,04:43:00,"After beating Zhang twice ,Rose ñever been the same ,,all her fights after that have been boring as hell",FIN: England 1-2 Spain,-1.0,euro2024_domain,after beating zhang twice rose ever same all fights after boring hell,"After beating Zhang twice ,Rose ever been the same ,,all her fights after that have been boring as hell"
2024-07-14,04:55:00,Don't bother to follow again,FIN: England 1-2 Spain,-1.0,euro2024_domain,don bother follow again,Don't bother to follow again
2024-07-14,05:00:00,"Spain. England.

Who's taking home the ?? in Berlin?

#EURO2024 | @bookingcom",FIN: England 1-2 Spain,-1.0,euro2024_domain,spain england taking home berlin euro,Spain. England. Who's taking home the ?? in Berlin? #EURO2024 | @user
2024-07-14,05:03:00,Rose will never be a champ ever again,FIN: England 1-2 Spain,-1.0,euro2024_domain,rose will never champ ever again,Rose will never be a champ ever again
2024-07-14,05:36:00,Never she's too boring now,FIN: England 1-2 Spain,-1.0,euro2024_domain,never too boring now,Never she's too boring now
2024-07-14,05:37:00,Rose is the most boring fighter lately,FIN: England 1-2 Spain,-1.0,euro2024_domain,rose most boring fighter lately,Rose is the most boring fighter lately
2024-07-14,05:38:00,"So true bro, most especially Rose",FIN: England 1-2 Spain,-1.0,euro2024_domain,true bro most especially rose,"So true bro, most especially Rose"
2024-07-14,05:40:00,"Too much boring ever since she won twice again Zhang, she's been boring",FIN: England 1-2 Spain,-1.0,euro2024_domain,too much boring ever since won twice again zhang boring,"Too much boring ever since she won twice again Zhang, she's been boring"
2024-07-14,05:41:00,Rose is boring now,FIN: England 1-2 Spain,-1.0,euro2024_domain,rose boring now,Rose is boring now
2024-07-14,05:44:00,"I'm with watching Rose, most boring fighter",FIN: England 1-2 Spain,-1.0,euro2024_domain,watching rose most boring fighter,"I'm with watching Rose, most boring fighter"
2024-07-14,06:26:00,"Matchday

???? v ??????????????
?? Olympiastadion Berlin
21:00 CET

No words needed. 

??????

#EnglandSpain
#Euro2024 #ThreeLions",FIN: England 1-2 Spain,-1.0,euro2024_domain,matchday olympiastadion berlin cet words needed englandspain euro threelions,Matchday ???? v ?????????????? ?? Olympiastadion Berlin 21:00 CET No words needed. ?????? #EnglandSpain #Euro2024 #ThreeLions
2024-07-14,07:00:00,"#EURO2024 Matchday! ??????

#ESPENG | #ESP | #ENG",FIN: England 1-2 Spain,-1.0,euro2024_domain,euro matchday espeng esp eng,#EURO2024 Matchday! ?????? #ESPENG | #ESP | #ENG
2024-07-14,07:25:00,"Good morning, any plans today?

#EURO2024",FIN: England 1-2 Spain,-1.0,euro2024_domain,good morning any plans today euro,"Good morning, any plans today? #EURO2024"
2024-07-14,07:31:00,"2?9? - Happy Birthday, @SergeGnabry ??????????

?? in 2020: ???? #Gnabry ?? ????

#HBD | #NationsLeague | @DFB_Team | @DFB_Team_EN",FIN: England 1-2 Spain,-1.0,euro2024_domain,happy birthday gnabry hbd nationsleague,"2?9? - Happy Birthday, @user ?????????? ?? in 2020: ???? #Gnabry ?? ???? #HBD | #NationsLeague | @user | @user"
2024-07-14,08:09:00,"?? In Berlin for the #EURO2024 final?

Everything you need to know about the city, the stadium, matchday travel and the official fan zone: ??",FIN: England 1-2 Spain,-1.0,euro2024_domain,berlin euro final everything need know about city stadium matchday travel official fan zone,"?? In Berlin for the #EURO2024 final? Everything you need to know about the city, the stadium, matchday travel and the official fan zone: ??"
2024-07-14,08:39:00,"Today is the day folks!!

Come on lads, bring football home and make us some money in the process!!

Todays plan:

?????????????? England vs Spain bet builders
?? Crossmatch Buildabet
?? Best offers and boosts

Smash LIKE ?? if you want the bets!",FIN: England 1-2 Spain,-1.0,euro2024_domain,today day folks come lads bring football home make some money process today plan england spain bet builders crossmatch buildabet best offers boosts smash like want bets,"Today is the day folks!! Come on lads, bring football home and make us some money in the process!! Todays plan: ?????????????? England vs Spain bet builders ?? Crossmatch Buildabet ?? Best offers and boosts Smash LIKE ?? if you want the bets!"
2024-07-14,08:58:00,"Serhan Asker (@Serhan_Asker) sordu! Halk TV Yönetim Kurulu Ba?kan? Cafer Mahiro?lu'nun (@cafermahiroglu), Meryem Göktepe (@Meryemce_34) ile çocukluk an?lar? dinleyenleri hüzünlendirdi!

???? Devam? YouTube'da: yewtu.be/Adiy2hRVnlI",FIN: England 1-2 Spain,-1.0,euro2024_domain,serhan asker sordu halk netim kurulu kan cafer mahiro nun meryem ktepe ile ocukluk lar dinleyenleri nlendirdi devam youtube yewtu adiy hrvnli,"Serhan Asker (@user) sordu! Halk TV Ynetim Kurulu Ba?kan? Cafer Mahiro?lu'nun (@user), Meryem Gktepe (@user) ile ocukluk an?lar? dinleyenleri hznlendirdi! ???? Devam? YouTube'da: yewtu.be/Adiy2hRVnlI"
2024-07-14,09:01:00,"3?2? - Happy Birthday, Jonas #Hofmann ????????????

#HBD | #NationsLeague | @DFB_Team | @DFB_Team_EN",FIN: England 1-2 Spain,-1.0,euro2024_domain,happy birthday jonas hofmann hbd nationsleague,"3?2? - Happy Birthday, Jonas #Hofmann ???????????? #HBD | #NationsLeague | @user | @user"
2024-07-14,09:30:00,"? While the eyes of the world are on Berlin and the #EURO2024 final, two important tournaments for the next generation are set to kick off.

???? Today: #U19WEURO in Lithuania
?? Tomorrow: #U19EURO in Northern Ireland

All you need to know: ??",FIN: England 1-2 Spain,-1.0,euro2024_domain,while eyes world berlin euro final two important tournaments next generation set kick off today weuro lithuania tomorrow euro northern ireland all need know,"? While the eyes of the world are on Berlin and the #EURO2024 final, two important tournaments for the next generation are set to kick off. ???? Today: #U19WEURO in Lithuania ?? Tomorrow: #U19EURO in Northern Ireland All you need to know: ??"
2024-07-14,10:00:00,"? Kane, Rodri, who else?

Ahead of the #EURO2024 final and the start of #U19EURO tomorrow, we look at some big names who began their journeys at UEFA's youth tournaments: ??",FIN: England 1-2 Spain,-1.0,euro2024_domain,kane rodri else ahead euro final start euro tomorrow look some big names began journeys uefa youth tournaments,"? Kane, Rodri, who else? Ahead of the #EURO2024 final and the start of #U19EURO tomorrow, we look at some big names who began their journeys at UEFA's youth tournaments: ??"
2024-07-14,10:01:00,"2?7? - Happy Birthday, @cengizunder ??????????

?? in 2021: ?????? #CengizÜnder ?? ????

#EuropeanQualifiers | #WCQ | @MilliTakimlar",FIN: England 1-2 Spain,-1.0,euro2024_domain,happy birthday cengiz nder europeanqualifiers wcq,"2?7? - Happy Birthday, @user ?????????? ?? in 2021: ?????? #Cengiznder ?? ???? #EuropeanQualifiers | #WCQ | @user"
2024-07-14,10:05:00,"In three words: what will happen? ??

#EURO2024 | #ESPENG",FIN: England 1-2 Spain,-1.0,euro2024_domain,three words will happen euro espeng,In three words: what will happen? ?? #EURO2024 | #ESPENG
2024-07-14,10:06:00,"Dont miss a bet & get your alerts on! ??  

Go to my profile @BennyBoyTips 
Click the bell icon in the top right
Turn on all post notifications",FIN: England 1-2 Spain,-1.0,euro2024_domain,don miss bet get alerts profile click bell icon top right turn all post notifications,Dont miss a bet & get your alerts on! ?? Go to my profile @user Click the bell icon in the top right Turn on all post notifications
2024-07-14,10:22:00,"Get 50/1 for England to have a shot against Spain in the #EURO2024   final
 
Claim here: tinyurl.com/BB50to1-Shot

18+ New Customer Offer, T&C's Apply, BeGambleAware | #ad",FIN: England 1-2 Spain,-1.0,euro2024_domain,get england shot against spain euro final claim here tinyurl com shot new customer offer apply begambleaware,"Get 50/1 for England to have a shot against Spain in the #EURO2024 final Claim here: tinyurl.com/BB50to1-Shot 18+ New Customer Offer, T&C's Apply, BeGambleAware | #ad"
2024-07-14,10:38:00,"With just a few hours to go until the whistle blows for the #EURO2024 Final, we congratulate all the @UEFA match officials. Best wishes to François Letexier and his team for tonight's match to be the perfect conclusion to a tournament of fair play and respect.

#BecomeYourOwnHero",FIN: England 1-2 Spain,-1.0,euro2024_domain,just few hours until whistle blows euro final congratulate all match officials best wishes fran ois letexier team tonight match perfect conclusion tournament fair play respect becomeyourownhero,"With just a few hours to go until the whistle blows for the #EURO2024 Final, we congratulate all the @user match officials. Best wishes to Franois Letexier and his team for tonight's match to be the perfect conclusion to a tournament of fair play and respect. #BecomeYourOwnHero"
2024-07-14,10:41:00,"Goal of the semi-finals ?

Lamine Yamal's incredible strike wins it!  ???????

#EUROGOTT |  @AlipayPlus",FIN: England 1-2 Spain,-1.0,euro2024_domain,goal semi finals lamine yamal incredible strike wins eurogott,Goal of the semi-finals ? Lamine Yamal's incredible strike wins it! ??????? #EUROGOTT | @user
2024-07-14,10:43:00,"???????????????????? EURO '96

#EURO2024 | #ESPENG",FIN: England 1-2 Spain,-1.0,euro2024_domain,euro euro espeng,???????????????????? EURO '96 #EURO2024 | #ESPENG
2024-07-14,10:44:00,"?? Get 3 X the odds on this price boost tonight!

Harry Kane is currently the leading scorer in the competition.

Add to betslip: tinyurl.com/KANEfinalSOT  

18+ BeGambleAware T's & C's Apply",FIN: England 1-2 Spain,-1.0,euro2024_domain,get odds price boost tonight harry kane currently leading scorer competition add betslip tinyurl com kanefinalsot begambleaware apply,?? Get 3 X the odds on this price boost tonight! Harry Kane is currently the leading scorer in the competition. Add to betslip: tinyurl.com/KANEfinalSOT 18+ BeGambleAware T's & C's Apply
2024-07-14,10:47:00,"That's to have over 1 shot on target, so would need to have 2",FIN: England 1-2 Spain,-1.0,euro2024_domain,over shot target would need,"That's to have over 1 shot on target, so would need to have 2"
2024-07-14,11:01:00,"???? #MatchdayMotivation ft. Lamine #Yamal ????

#EURO2024 | #ESPENG | @SEFutbol | @SpainIsFootball",FIN: England 1-2 Spain,-1.0,euro2024_domain,matchdaymotivation lamine yamal euro espeng,???? #MatchdayMotivation ft. Lamine #Yamal ???? #EURO2024 | #ESPENG | @user | @user
2024-07-14,11:03:00,"?? ?????? ?????????????? ??

? That's the projected sum that #EURO2024 will generate for football development projects across our 55 member associations: ??",FIN: England 1-2 Spain,-1.0,euro2024_domain,projected sum euro will generate football development projects across member associations,?? ?????? ?????????????? ?? ? That's the projected sum that #EURO2024 will generate for football development projects across our 55 member associations: ??
2024-07-14,11:04:00,"DOUBLE YOUR MONEY ON KANE TO HAVE A SHOT ON TARGET VS SPAIN WITH PADDY POWER ??

Add to betslip: tinyurl.com/KANEPPEVS

18+ BeGambleAware T's & C's Apply",FIN: England 1-2 Spain,-1.0,euro2024_domain,double money kane shot target spain paddy power add betslip tinyurl com kaneppevs begambleaware apply,DOUBLE YOUR MONEY ON KANE TO HAVE A SHOT ON TARGET VS SPAIN WITH PADDY POWER ?? Add to betslip: tinyurl.com/KANEPPEVS 18+ BeGambleAware T's & C's Apply
2024-07-14,11:09:00,Will England have a shot against Spain tonight? #EURO2024,FIN: England 1-2 Spain,-1.0,euro2024_domain,will england shot against spain tonight euro,Will England have a shot against Spain tonight? #EURO2024
2024-07-14,11:31:00,"#EURO2024 Matchday im @Oly_Berlin ! ??????

???? @SEFutbol ?? @England ??????????????

#ESPENG | #ESP | #ENG | @visitberlin",FIN: England 1-2 Spain,-1.0,euro2024_domain,euro matchday espeng esp eng,#EURO2024 Matchday im @user ! ?????? ???? @user ?? @user ?????????????? #ESPENG | #ESP | #ENG | @user
2024-07-14,11:45:00,"???zmirde ya?anan ve hepimizi kahreden ac? olaya dair ?imdiye kadar toplayabildi?im bilgilerden k?sa bir flood olu?turdum.

??Özellikle ba?ka ?ehirlerde ya?ayanlar için özet bir kay?t olsun.  Konunun takipçisi olmaya devam edece?iz. 

?? ?zmirliler Kol k?r?l?r yen içinde kal?r demezler; bilinsin isterim.",FIN: England 1-2 Spain,-1.0,euro2024_domain,zmir anan hepimizi kahreden olaya dair imdiye kadar toplayabildi bilgilerden bir flood olu turdum zellikle ehirlerde ayanlar zet bir kay olsun konunun takip isi olmaya devam edece zmirliler kol yen inde kal demezler bilinsin isterim,???zmirde ya?anan ve hepimizi kahreden ac? olaya dair ?imdiye kadar toplayabildi?im bilgilerden k?sa bir flood olu?turdum. ??zellikle ba?ka ?ehirlerde ya?ayanlar iin zet bir kay?t olsun. Konunun takipisi olmaya devam edece?iz. ?? ?zmirliler Kol k?r?l?r yen iinde kal?r demezler; bilinsin isterim.
2024-07-14,11:49:00,"?? THANK YOU ??

By supporting #EURO2024, youve helped create a lasting legacy for European football.

Two-thirds of the tournaments net revenue will be reinvested back into the game.",FIN: England 1-2 Spain,-1.0,euro2024_domain,thank supporting euro helped create lasting legacy european football two thirds tournament net revenue will reinvested back into game,"?? THANK YOU ?? By supporting #EURO2024, youve helped create a lasting legacy for European football. Two-thirds of the tournaments net revenue will be reinvested back into the game."
2024-07-14,12:01:00,"??????

#EURO2024 | #ESPENG | #ESP | #ENG",FIN: England 1-2 Spain,-1.0,euro2024_domain,euro espeng esp eng,?????? #EURO2024 | #ESPENG | #ESP | #ENG
2024-07-14,12:31:00,"?? #FanLove ft. #ESPENG ??????????????????

#EURO2024 | @SEFutbol | @England",FIN: England 1-2 Spain,-1.0,euro2024_domain,fanlove espeng euro,?? #FanLove ft. #ESPENG ?????????????????? #EURO2024 | @user | @user
2024-07-14,12:42:00,"We have blown the back doors off the #EURO2024 knockout stages, tonight we give it one last push!

List of knockout level 1 & 2 winners

? 32/1  
? 9/1  
? 7/2
? 10/3 x 2 
? 5/2 x 4 

Smash LIKE ?? if you want this tasty little bet for the final!",FIN: England 1-2 Spain,-1.0,euro2024_domain,blown back doors off euro knockout stages tonight give one last push list knockout level winners smash like want tasty little bet final,"We have blown the back doors off the #EURO2024 knockout stages, tonight we give it one last push! List of knockout level 1 & 2 winners ? 32/1 ? 9/1 ? 7/2 ? 10/3 x 2 ? 5/2 x 4 Smash LIKE ?? if you want this tasty little bet for the final!"
2024-07-14,13:00:00,"We are already backing EIGHT separate bets in VIP tonight for the game ? 

VIP members who placed every bet we tipped this season with our recommended stakes have returned £1,608 profit ????

New members join for FREE ??
sublaunch.com/lordfootytips",FIN: England 1-2 Spain,-1.0,euro2024_domain,already backing eight separate bets vip tonight game vip members placed every bet tipped season recommended stakes returned profit new members join free sublaunch com lordfootytips,"We are already backing EIGHT separate bets in VIP tonight for the game ? VIP members who placed every bet we tipped this season with our recommended stakes have returned 1,608 profit ???? New members join for FREE ?? sublaunch.com/lordfootytips"
2024-07-14,13:00:00,"?? £40 CASH GIVEAWAY!!!! 

If Harry Kane has 1+ SOTs tonight in the Spain v England Euro 2024 final ??????????????????

Well giveaway

£20 to someone who LIKES this ??
£20 to someone who RTs this ??
Must FOLLOW @LordFootyTips 

These odds are available on Paddy Power & Sky Bet ?",FIN: England 1-2 Spain,-1.0,euro2024_domain,cash giveaway harry kane sots tonight spain england euro final giveaway someone likes someone rts must follow these odds available paddy power sky bet,?? 40 CASH GIVEAWAY!!!! If Harry Kane has 1+ SOTs tonight in the Spain v England Euro 2024 final ?????????????????? Well giveaway 20 to someone who LIKES this ?? 20 to someone who RTs this ?? Must FOLLOW @user These odds are available on Paddy Power & Sky Bet ?
2024-07-14,13:06:00,#EURO2024 $BEER game will be published in the next semester!,FIN: England 1-2 Spain,-1.0,euro2024_domain,euro beer game will published next semester,#EURO2024 $BEER game will be published in the next semester!
2024-07-14,13:08:00,"Get £50 worth of free bets to use on your bet builders

Sign up here: tinyurl.com/50FREE-BB

Place £10 on your first bet and get your free bets when the bet is settled!

18+ BeGambleAware | T&C's Apply | New Customer Offer Ad",FIN: England 1-2 Spain,-1.0,euro2024_domain,get worth free bets use bet builders sign here tinyurl com free place first bet get free bets when bet settled begambleaware apply new customer offer,Get 50 worth of free bets to use on your bet builders Sign up here: tinyurl.com/50FREE-BB Place 10 on your first bet and get your free bets when the bet is settled! 18+ BeGambleAware | T&C's Apply | New Customer Offer Ad
2024-07-14,13:08:00,"My Spain ???? vs ?????????????? England bet builders

Level 1: tinyurl.com/SPAENGL1BB

Level 2: tinyurl.com/SPAENGL2BB

Get £50 Free Bets in thread below...

#EURO2024

18+BeGambleAware",FIN: England 1-2 Spain,-1.0,euro2024_domain,spain england bet builders level tinyurl com spaengl level tinyurl com spaengl get free bets thread below euro begambleaware,My Spain ???? vs ?????????????? England bet builders Level 1: tinyurl.com/SPAENGL1BB Level 2: tinyurl.com/SPAENGL2BB Get 50 Free Bets in thread below... #EURO2024 18+BeGambleAware
2024-07-14,13:11:00,"Since 2015, the UEFA Foundation has: 

?? Invested 51 million in 500 projects

?? Benefitted 2.6 million young people across 135 countries

And the work continued during #EURO2024 ??

#EveryChildisaChampion",FIN: England 1-2 Spain,-1.0,euro2024_domain,since uefa foundation invested million projects benefitted million young people across countries work continued during euro everychildisachampion,"Since 2015, the UEFA Foundation has: ?? Invested 51 million in 500 projects ?? Benefitted 2.6 million young people across 135 countries And the work continued during #EURO2024 ?? #EveryChildisaChampion"
2024-07-14,13:18:00,"?????????????? Joe Hart ??

#UEL",FIN: England 1-2 Spain,-1.0,euro2024_domain,joe hart uel,?????????????? Joe Hart ?? #UEL
2024-07-14,13:21:00,"Cengiz Ünder ?

#HBD || #UECL",FIN: England 1-2 Spain,-1.0,euro2024_domain,cengiz nder hbd uecl,Cengiz nder ? #HBD || #UECL
2024-07-14,13:28:00,I think she needs a proper coach not that man he's sleeping with. Did you watch the fight again Esparza?,FIN: England 1-2 Spain,-1.0,euro2024_domain,think needs proper coach man sleeping watch fight again esparza,I think she needs a proper coach not that man he's sleeping with. Did you watch the fight again Esparza?
2024-07-14,13:31:00,"?? 5 billion TV viewers
?? 14 million new followers
?? 5.8 million fan zone visitors
?? 280,000 train tickets
?? 35,000 trained in CPR

#EURO2024 by numbers: ??",FIN: England 1-2 Spain,-1.0,euro2024_domain,billion viewers million new followers million fan zone visitors train tickets trained cpr euro numbers,"?? 5 billion TV viewers ?? 14 million new followers ?? 5.8 million fan zone visitors ?? 280,000 train tickets ?? 35,000 trained in CPR #EURO2024 by numbers: ??"
2024-07-14,13:34:00,"The #euro2024 FINAL is here! ?????????????? vs ????

The Three Lions last tasted victory at the 1966 World Cup in England, while the Lionesses won the Women's Euros in 2022.

Spain has dominated the tournament, advancing to their fifth European Championship final.

Who's taking home the ?? in Berlin? ??",FIN: England 1-2 Spain,-1.0,euro2024_domain,euro final here three lions last tasted victory world cup england while lionesses won women euros spain dominated tournament advancing fifth european championship final taking home berlin,"The #euro2024 FINAL is here! ?????????????? vs ???? The Three Lions last tasted victory at the 1966 World Cup in England, while the Lionesses won the Women's Euros in 2022. Spain has dominated the tournament, advancing to their fifth European Championship final. Who's taking home the ?? in Berlin? ??"
2024-07-14,13:45:00,"Who will take it? ??

#EURO2024 | #ESPENG",FIN: England 1-2 Spain,-1.0,euro2024_domain,will take euro espeng,Who will take it? ?? #EURO2024 | #ESPENG
2024-07-14,13:49:00,"???? #EURO2024-Vibes ft. @SEFutbol-Fans in #Berlin. ????

#ESPENG | #ESP | @SpainIsFootball",FIN: England 1-2 Spain,-1.0,euro2024_domain,euro vibes fans berlin espeng esp,???? #EURO2024-Vibes ft. @user-Fans in #Berlin. ???? #ESPENG | #ESP | @user
2024-07-14,14:00:00,"Watch Spain vs. England Live this evening! euro2024live.stream/Match/51
#ESPENG #ENGESP #euro2024 #euro2024final #ek2024 #em2024 #soccer #Spain #ESP #England #ENG #live #stream",FIN: England 1-2 Spain,-1.0,euro2024_domain,watch spain england live evening euro live stream match espeng engesp euro euro final soccer spain esp england eng live stream,Watch Spain vs. England Live this evening! euro2024live.stream/Match/51 #ESPENG #ENGESP #euro2024 #euro2024final #ek2024 #em2024 #soccer #Spain #ESP #England #ENG #live #stream
2024-07-14,14:22:00,"Grimaldo knows how to hit them... ??

#UEL",FIN: England 1-2 Spain,-1.0,euro2024_domain,grimaldo knows how hit uel,Grimaldo knows how to hit them... ?? #UEL
2024-07-14,14:33:00,"?? #EURO2024 Final-Countdown in #Berlin ! ??????

???? @SEFutbol ?? @England ??????????????

? #ESPENG LIVE-Updates: t.ly/1pWK1",FIN: England 1-2 Spain,-1.0,euro2024_domain,euro final countdown berlin espeng live updates pwk,?? #EURO2024 Final-Countdown in #Berlin ! ?????? ???? @user ?? @user ?????????????? ? #ESPENG LIVE-Updates: t.ly/1pWK1
2024-07-14,14:43:00,"When James Trafford won #U21EURO for England ??????????????

#EURO2024",FIN: England 1-2 Spain,-1.0,euro2024_domain,when james trafford won euro england euro,When James Trafford won #U21EURO for England ?????????????? #EURO2024
2024-07-14,15:00:00,"UEFA president Aleksander ?eferin joins Rio Ferdinand in the Legends Lounge to discuss the success of #EURO2024

#EUROlegends @bookingcom",FIN: England 1-2 Spain,-1.0,euro2024_domain,uefa president aleksander eferin joins rio ferdinand legends lounge discuss success euro eurolegends,UEFA president Aleksander ?eferin joins Rio Ferdinand in the Legends Lounge to discuss the success of #EURO2024 #EUROlegends @user
2024-07-14,15:13:00,"??? Cant wait to see this full later on...

#VamosEspaña | #EURO2024",FIN: England 1-2 Spain,-1.0,euro2024_domain,can wait see full later vamosespa euro,??? Cant wait to see this full later on... #VamosEspaa | #EURO2024
2024-07-14,15:18:00,I think England cant brake the curse but good luck for both??,FIN: England 1-2 Spain,-1.0,euro2024_domain,think england can brake curse good luck both,I think England cant brake the curse but good luck for both??
2024-07-14,15:19:00,Lets go boys! Remember Spain is strong right now,FIN: England 1-2 Spain,-1.0,euro2024_domain,let boys remember spain strong right now,Lets go boys! Remember Spain is strong right now
2024-07-14,15:21:00,"?? At 21:00 CET, all eyes will be on one man as we wait for the #EURO2024 final to begin.
 
Meet tonight's referee, 35-year-old Frenchman, François Letexier: ??",FIN: England 1-2 Spain,-1.0,euro2024_domain,cet all eyes will one man wait euro final begin meet tonight referee year old frenchman fran ois letexier,"?? At 21:00 CET, all eyes will be on one man as we wait for the #EURO2024 final to begin. Meet tonight's referee, 35-year-old Frenchman, Franois Letexier: ??"
2024-07-14,15:25:00,"?????????????? Jarrod Bowen in the Europa Conference League final ??

#UECL",FIN: England 1-2 Spain,-1.0,euro2024_domain,jarrod bowen europa conference league final uecl,?????????????? Jarrod Bowen in the Europa Conference League final ?? #UECL
2024-07-14,15:30:00,"???? Fabián Ruiz ??

#UEL",FIN: England 1-2 Spain,-1.0,euro2024_domain,fabi ruiz uel,???? Fabin Ruiz ?? #UEL
2024-07-14,15:45:00,"2023: #U21EURO Player of the Tournament

2024: #EURO2024 finalist 

Anthony Gordon ??

#ESPENG",FIN: England 1-2 Spain,-1.0,euro2024_domain,euro player tournament euro finalist anthony gordon espeng,2023: #U21EURO Player of the Tournament 2024: #EURO2024 finalist Anthony Gordon ?? #ESPENG
2024-07-14,15:51:00,"The stakes are sky high ??

@qatarairways #EURO2024",FIN: England 1-2 Spain,-1.0,euro2024_domain,stakes sky high euro,The stakes are sky high ?? @user #EURO2024
2024-07-14,15:57:00,"?? 40/1 Shot on Target #Euro2024 special

Add ?? it: tinyurl.com/PlaySpecialBB

The 2 'star boys' going toe-to-toe - let's have it!

??Sign up to SkyBet, stick £10 on this bet & you'll get £40 in Free bets!

Sign up here: tinyurl.com/BB-Sky40

18+ BeGambleaware | T&C's apply Ad",FIN: England 1-2 Spain,-1.0,euro2024_domain,shot target euro special add tinyurl com playspecialbb star boys going toe toe let sign skybet stick bet get free bets sign here tinyurl com sky begambleaware apply,"?? 40/1 Shot on Target #Euro2024 special Add ?? it: tinyurl.com/PlaySpecialBB The 2 'star boys' going toe-to-toe - let's have it! ??Sign up to SkyBet, stick 10 on this bet & you'll get 40 in Free bets! Sign up here: tinyurl.com/BB-Sky40 18+ BeGambleaware | T&C's apply Ad"
2024-07-14,16:01:00,"?????????????? Saka cutting inside... ??

#UEL",FIN: England 1-2 Spain,-1.0,euro2024_domain,saka cutting inside uel,?????????????? Saka cutting inside... ?? #UEL
2024-07-14,16:03:00,"?? Fans all over the world will be tuning into the #EURO2024 final tonight.

46 cameras will cover every detail of the action for 130 broadcast partners. Here's how it all works: ??",FIN: England 1-2 Spain,-1.0,euro2024_domain,fans all over world will tuning into euro final tonight cameras will cover every detail action broadcast partners here how all works,?? Fans all over the world will be tuning into the #EURO2024 final tonight. 46 cameras will cover every detail of the action for 130 broadcast partners. Here's how it all works: ??
2024-07-14,16:15:00,"Arnau Tenas ?????? 

#U21EURO | #EURO2024",FIN: England 1-2 Spain,-1.0,euro2024_domain,arnau tenas euro euro,Arnau Tenas ?????? #U21EURO | #EURO2024
2024-07-14,16:15:00,"?? Player of the Match will be: _____

@Vivo_GLOBAL | #ESPENG",FIN: England 1-2 Spain,-1.0,euro2024_domain,player match will espeng,?? Player of the Match will be: _____ @user | #ESPENG
2024-07-14,16:30:00,"? Two-thirds of the revenue from #EURO2024 will go back into developing the game.

But where does that money come from, and where exactly does it go?

Find out: ??",FIN: England 1-2 Spain,-1.0,euro2024_domain,two thirds revenue euro will back into developing game where money come where exactly find,"? Two-thirds of the revenue from #EURO2024 will go back into developing the game. But where does that money come from, and where exactly does it go? Find out: ??"
2024-07-14,16:30:00,"???? Jesús Navas said no ?

#UEL",FIN: England 1-2 Spain,-1.0,euro2024_domain,jes navas said uel,???? Jess Navas said no ? #UEL
2024-07-14,16:36:00,"?????????????? Declan Rice, 2022/23 ?????

#UECL",FIN: England 1-2 Spain,-1.0,euro2024_domain,declan rice uecl,"?????????????? Declan Rice, 2022/23 ????? #UECL"
